epoch,mode,epoch_time_sec,peak_allocated_mb,peak_reserved_mb,param_count_m,param_count_major_m,param_count_minor_m,train_loss,train_loss_x,train_loss_u,mask,mask_major,mask_minor,test_acc,test_acc_major,test_acc_minor,test_acc_ensemble,test_acc_final,macro_f1,macro_f1_major,macro_f1_minor,macro_f1_ensemble,macro_f1_final,pseudo_pred_js,pseudo_pred_l1,pseudo_agreement_rate,pseudo_accepted_js,pseudo_accepted_agreement_rate
23,dual_sampler_weighted_ce,232.14863920211792,3431.73828125,3862.0,2.93522,1.46761,1.46761,1.0176488240249455,0.07485874839767348,0.9427900762530044,,0.7391096187056974,0.8276803506305441,,80.02,83.25,83.47,83.47,,80.21029233932495,83.42906832695007,83.61679911613464,83.61679911613464,0.014988068491220474,0.292428195476532,0.7842058454241071,0.007970934733748436,0.92262011876912
24,dual_sampler_weighted_ce,233.06912803649902,3431.73828125,3862.0,2.93522,1.46761,1.46761,1.0189746705582365,0.08147596345588681,0.9374987080227584,,0.7375314245000482,0.8332694284617901,,80.38,83.55,83.81,83.81,,80.58024644851685,83.73845219612122,83.97330045700073,83.97330045700073,0.016895435750484467,0.312936007976532,0.7783028738839286,0.00921139307320118,0.9186764025299532
25,dual_sampler_weighted_ce,236.27550148963928,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.9999403762631118,0.0728160674289029,0.927124307025224,,0.7384556707693264,0.8306623557582498,,80.8,83.81,84.02,84.02,,80.99133372306824,84.00949239730835,84.18498039245605,84.18498039245605,0.01689911261200905,0.3084890842437744,0.779296875,0.009243285283446312,0.9207772987581236
26,dual_sampler_weighted_ce,238.1841049194336,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.9783655190840364,0.06929067751116236,0.9090748414164409,,0.7385341445915401,0.827898335410282,,81.07,84.24,84.34,84.34,,81.25647306442261,84.44345593452454,84.50509309768677,84.50509309768677,0.015564865432679653,0.3041294813156128,0.7840924944196429,0.00864346046000719,0.9221553807393696
27,dual_sampler_weighted_ce,234.10107374191284,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.9317429104121402,0.0588704484871414,0.8728724606335163,,0.7454485554480925,0.8271135976538062,,81.27,84.55,84.57,84.57,,81.45501017570496,84.74240303039551,84.72694158554077,84.72694158554077,0.013919541612267494,0.2816162109375,0.7973109654017857,0.007665632758289576,0.9277440146161361
28,dual_sampler_weighted_ce,232.69555830955505,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.9370288513600826,0.06188974615542975,0.8751391054829583,,0.7411848140181974,0.8263114204164594,,81.22,84.57,84.66,84.66,,81.39767646789551,84.76309776306152,84.82742309570312,84.82742309570312,0.014099896885454655,0.2846854329109192,0.7956368582589286,0.0077445292845368385,0.9300552599263201
29,dual_sampler_weighted_ce,232.28706240653992,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.9241537529742345,0.058649835671531036,0.8655039164004847,,0.7437657293630764,0.8290231262799352,,81.65,84.81,84.89,84.89,,81.82842135429382,84.9780261516571,85.0323498249054,85.0323498249054,0.01333504356443882,0.2782679796218872,0.8001185825892857,0.0071202050894498825,0.930723235708573
30,dual_sampler_weighted_ce,235.1778326034546,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.88342246087268,0.04973193100613571,0.8336905285250396,,0.748186418437399,0.8295375650050119,,82.06,84.86,84.89,84.89,,82.23426938056946,85.01335382461548,85.0257396697998,85.0257396697998,0.012068664655089378,0.2628871202468872,0.8089250837053571,0.00623196829110384,0.9349366355822353
31,dual_sampler_weighted_ce,228.9070703983307,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.8732239452656358,0.04586172813378653,0.8273622178239748,,0.7469569952227175,0.8285610026214272,,82.1,85.15,85.23,85.23,,82.267826795578,85.29059290885925,85.35758256912231,85.35758256912231,0.012211457826197147,0.2608293890953064,0.8118547712053571,0.006365681067109108,0.9385878613591645
32,dual_sampler_weighted_ce,232.22445702552795,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.8674553849268705,0.04437958171138234,0.8230758034624159,,0.7483259270666167,0.8278460189467296,,82.6,85.48,85.45,85.45,,82.75006413459778,85.62602996826172,85.56159734725952,85.56159734725952,0.012338479049503803,0.2618233859539032,0.8100062779017857,0.006556805223226547,0.9366421738527658
33,dual_sampler_weighted_ce,231.45960879325867,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.8582444082712755,0.04473866594253195,0.8135057422332466,,0.7517002995591611,0.8292847046395764,,82.86,85.86,85.61,85.61,,83.02001953125,85.99712252616882,85.74013710021973,85.74013710021973,0.012245327234268188,0.2581787109375,0.8131801060267857,0.006319861393421888,0.939051579448383
34,dual_sampler_weighted_ce,232.8121304512024,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.8290675719035789,0.04128982491874922,0.7877777474932373,,0.7536970201181248,0.827052561682649,,83.29,85.93,85.89,85.89,,83.44685435295105,86.06866598129272,86.02177500724792,86.02177500724792,0.010726310312747955,0.2436872124671936,0.8228410993303571,0.0058458298444747925,0.9439528759874702
35,dual_sampler_weighted_ce,231.031010389328,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.8081394979963079,0.03847833885174623,0.7696611577412114,,0.7562779349973425,0.8297032315749675,,83.62,86.29,86.04,86.04,,83.77954363822937,86.41095161437988,86.16455793380737,86.16455793380737,0.0100051648914814,0.2351771742105484,0.82806396484375,0.005185549147427082,0.9463227821431227
36,dual_sampler_weighted_ce,234.19902324676514,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.7850677155074663,0.029953247571938846,0.7551144678145647,,0.7575509544694796,0.8300520045449957,,83.64,86.29,86.36,86.36,,83.79048109054565,86.40558123588562,86.47086024284363,86.47086024284363,0.01019248180091381,0.23753142356872559,0.8307931082589286,0.005357816349714994,0.946765382048303
37,dual_sampler_weighted_ce,232.24770212173462,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.7704835369368084,0.029948519246090655,0.7405350176268257,,0.7584577626548707,0.8266950719989836,,84.03,86.55,86.53,86.53,,84.18057560920715,86.66709065437317,86.64210438728333,86.64210438728333,0.009508136659860611,0.2274170219898224,0.8364606584821429,0.005022074561566114,0.9506509869802604
38,dual_sampler_weighted_ce,231.0784273147583,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.7659659292548895,0.02896494543620065,0.7370009830920026,,0.7590070785954595,0.831621480640024,,84.25,86.98,86.7,86.7,,84.39767956733704,87.09203004837036,86.81171536445618,86.81171536445618,0.009472760371863842,0.2293178290128708,0.8372802734375,0.004638883285224438,0.951086087993411
39,dual_sampler_weighted_ce,230.5651297569275,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.7434555083164014,0.024648464664096537,0.718807042343542,,0.7592512192204595,0.8304182168794796,,84.48,87.1,86.92,86.92,,84.60337519645691,87.20213770866394,87.02623248100281,87.02623248100281,0.008997347205877304,0.2259695827960968,0.8416050502232143,0.004556839819997549,0.9534326965574818
40,dual_sampler_weighted_ce,230.87129545211792,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.7221451968653128,0.021462175249098436,0.7006830201135017,,0.7627825387753546,0.8301217575790361,,84.74,87.09,86.99,86.99,,84.86831784248352,87.18928098678589,87.08786964416504,87.08786964416504,0.007829472422599792,0.209315687417984,0.8514317103794643,0.003972995560616255,0.9557615926313994
41,dual_sampler_weighted_ce,233.0611548423767,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.7027002444956452,0.020436549141322757,0.6822636957513168,,0.7616577476728708,0.8262416644720361,,84.74,87.18,86.97,86.97,,84.88758206367493,87.28952407836914,87.06907033920288,87.06907033920288,0.008048471994698048,0.2047467827796936,0.8533848353794643,0.004186173900961876,0.9600847021958921
42,dual_sampler_weighted_ce,230.59317874908447,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.704567032342311,0.02313080962312597,0.6814362229197286,,0.7648490152787417,0.8295026876730844,,84.91,87.52,87.29,87.29,,85.04786491394043,87.62543797492981,87.38671541213989,87.38671541213989,0.008118891157209873,0.2074497640132904,0.8521728515625,0.004181613214313984,0.9577911000633621
43,dual_sampler_weighted_ce,226.9973964691162,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.6712324601248838,0.015392203580859132,0.6558402563096024,,0.7680141250602901,0.8291190380696207,,85.25,87.56,87.42,87.42,,85.38151979446411,87.67059445381165,87.52318620681763,87.52318620681763,0.006628009490668774,0.18868578970432281,0.8649727957589286,0.0031515909358859062,0.9631556709120541
44,dual_sampler_weighted_ce,227.1868977546692,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.6627645054250024,0.016652482521976708,0.6461120244348422,,0.7648926127003506,0.8288487390382215,,85.19,87.78,87.66,87.66,,85.33205986022949,87.88759112358093,87.75936961174011,87.75936961174011,0.0074587538838386536,0.2008579820394516,0.8613194056919643,0.0037610591389238834,0.9629481298089759
45,dual_sampler_weighted_ce,227.44092464447021,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.6380974483909085,0.013409657365968997,0.6246877903467976,,0.7691650732886046,0.8306972326245159,,85.6,87.93,87.76,87.76,,85.72995066642761,88.02794218063354,87.85567283630371,87.85567283630371,0.005686821416020393,0.1765485405921936,0.8746250697544643,0.0025573261082172394,0.9678374490529849
46,dual_sampler_weighted_ce,227.9172341823578,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.642620415717829,0.015158212083861144,0.6274622027412988,,0.7732282701181248,0.8325631653424352,,85.89,88.05,87.98,87.98,,86.01608276367188,88.14812898635864,88.07504773139954,88.07504773139954,0.0058983368799090385,0.1784144639968872,0.8733869280133929,0.0026777200400829315,0.9658841492508827
47,dual_sampler_weighted_ce,227.31317687034607,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.6209891601465642,0.011584922062638725,0.6094042375334539,,0.773707831511274,0.8306100409245118,,86.03,88.28,88.13,88.13,,86.15341186523438,88.36482763290405,88.21085095405579,88.21085095405579,0.0057484363205730915,0.1776123195886612,0.877685546875,0.002757778624072671,0.9686561472088477
48,dual_sampler_weighted_ce,227.17731761932373,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.6070723840966821,0.010788526834062395,0.5962838580599055,,0.7759486951399595,0.8344901334494352,,86.34,88.35,88.44,88.44,,86.44458651542664,88.4311854839325,88.51320147514343,88.51320147514343,0.005111205391585827,0.1699218899011612,0.8822980608258929,0.002299726475030184,0.9703198778712678
49,dual_sampler_weighted_ce,227.10960578918457,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.5800242350087501,0.007819739213118737,0.572204495081678,,0.7763323440449312,0.8310111281462014,,86.63,88.48,88.55,88.55,,86.73081398010254,88.55312466621399,88.62080574035645,88.62080574035645,0.004861487075686455,0.1633823812007904,0.8875558035714286,0.002263840986415744,0.9721673273770782
50,dual_sampler_weighted_ce,227.25727438926697,3431.73828125,3862.0,2.93522,1.46761,1.46761,0.5668306306470186,0.007077084219986318,0.5597535460838117,,0.7775181712349877,0.8346122018992901,,86.66,88.77,88.55,88.55,,86.76234483718872,88.83416056632996,88.61230611801147,88.61230611801147,0.0046554552391171455,0.157331183552742,0.8915579659598214,0.0018953210674226284,0.9752035921792318
