epoch,mode,epoch_time_sec,peak_allocated_mb,peak_reserved_mb,param_count_m,param_count_major_m,param_count_minor_m,train_loss,train_loss_x,train_loss_u,mask,mask_major,mask_minor,test_acc,test_acc_major,test_acc_minor,test_acc_ensemble,test_acc_final,macro_f1,macro_f1_major,macro_f1_minor,macro_f1_ensemble,macro_f1_final,pseudo_pred_js,pseudo_pred_l1,pseudo_agreement_rate,pseudo_accepted_js,pseudo_accepted_agreement_rate
1,fixmatch,142.8400330543518,1742.90283203125,2162.0,1.46761,,,1.225366476806812,1.2116490084445104,0.013717468324472293,0.03380475882477185,,,19.99,,,,,10.796930640935898,,,,,,,,,
2,fixmatch,138.72179102897644,1742.90283203125,2162.0,1.46761,,,0.9891109798918478,0.9641563028562814,0.02495467841225718,0.0869925404267633,,,24.75,,,,,16.432635486125946,,,,,,,,,
3,fixmatch,139.62533974647522,1742.90283203125,2162.0,1.46761,,,0.866730069858022,0.8384117677342147,0.028318303101514175,0.12105015929773799,,,29.25,,,,,20.3211709856987,,,,,,,,,
4,fixmatch,141.58709383010864,1742.90283203125,2162.0,1.46761,,,0.7501223072176799,0.7132285321713425,0.03689377660612081,0.14815848898433615,,,34.39,,,,,24.749135971069336,,,,,,,,,
5,fixmatch,140.28305625915527,1742.90283203125,2162.0,1.46761,,,0.7008273735991679,0.6500360588834155,0.050791315947208204,0.16989572472812142,,,39.61,,,,,30.689603090286255,,,,,,,,,
6,fixmatch,140.03035616874695,1742.90283203125,2162.0,1.46761,,,0.6351228566200007,0.5697862208180595,0.06533663680147583,0.19495501727215014,,,43.85,,,,,36.14400029182434,,,,,,,,,
7,fixmatch,141.52119994163513,1742.90283203125,2162.0,1.46761,,,0.5803798687411472,0.4906135255296249,0.08976634314603871,0.22941372479544953,,,46.98,,,,,40.48714637756348,,,,,,,,,
8,fixmatch,139.05022549629211,1742.90283203125,2162.0,1.46761,,,0.5521573236910626,0.43632817405159585,0.1158291504762019,0.2628348331199959,,,50.86,,,,,45.67665159702301,,,,,,,,,
9,fixmatch,140.30354714393616,1742.90283203125,2162.0,1.46761,,,0.523771807376761,0.3856456017529126,0.1381262051218073,0.289725180628011,,,55.14,,,,,51.760756969451904,,,,,,,,,
10,fixmatch,140.78739166259766,1742.90283203125,2162.0,1.46761,,,0.5035436479374766,0.33874108336749487,0.16480256458453368,0.3325369849917479,,,58.79,,,,,56.65377974510193,,,,,,,,,
11,fixmatch,140.4265959262848,1742.90283203125,2162.0,1.46761,,,0.48877136007649824,0.3002463813900249,0.188524979428621,0.3683123081573285,,,61.67,,,,,60.167521238327026,,,,,,,,,
12,fixmatch,141.7096643447876,1742.90283203125,2162.0,1.46761,,,0.46813443390419707,0.25976246844948037,0.2083719644433586,0.4027884532697499,,,63.9,,,,,62.75870203971863,,,,,,,,,
13,fixmatch,140.35623931884766,1742.90283203125,2162.0,1.46761,,,0.46943948316038586,0.23709967018294265,0.23233981311204843,0.4385114598553628,,,66.41,,,,,65.65326452255249,,,,,,,,,
14,fixmatch,139.81109714508057,1742.90283203125,2162.0,1.46761,,,0.450757968792459,0.21402266593213426,0.23673530299856793,0.454441636800766,,,68.3,,,,,67.82041788101196,,,,,,,,,
15,fixmatch,139.42271327972412,1742.90283203125,2162.0,1.46761,,,0.434763100463897,0.1884705200263852,0.24629258053028025,0.4827096338267438,,,70.02,,,,,69.72155570983887,,,,,,,,,
16,fixmatch,140.31800961494446,1742.90283203125,2162.0,1.46761,,,0.4275079818617087,0.16685270266134467,0.26065527967875823,0.5046212561428547,,,70.82,,,,,70.61468362808228,,,,,,,,,
17,fixmatch,139.95957946777344,1742.90283203125,2162.0,1.46761,,,0.4070071250607725,0.14112532885155815,0.2658817966294009,0.5284947227919474,,,72.1,,,,,72.00151681900024,,,,,,,,,
18,fixmatch,140.11958384513855,1742.90283203125,2162.0,1.46761,,,0.407080665579997,0.12481701983233506,0.28226364514557645,0.5539289454463869,,,72.64,,,,,72.55627512931824,,,,,,,,,
19,fixmatch,141.73455214500427,1742.90283203125,2162.0,1.46761,,,0.38588760612765327,0.10674362841018592,0.2791439780849032,0.565856960194651,,,73.34,,,,,73.2967734336853,,,,,,,,,
20,fixmatch,140.15752840042114,1742.90283203125,2162.0,1.46761,,,0.39713670185301453,0.11302270609303378,0.2841139961674344,0.5718645623419434,,,73.55,,,,,73.50120544433594,,,,,,,,,
21,fixmatch,138.91319108009338,1742.90283203125,2162.0,1.46761,,,0.3736924936529249,0.09137812372591725,0.28231437035719864,0.586068315024022,,,73.73,,,,,73.67173433303833,,,,,,,,,
22,fixmatch,140.03799319267273,1742.90283203125,2162.0,1.46761,,,0.3749444151762873,0.08283364345879818,0.29211077163927257,0.5997314704582095,,,74.38,,,,,74.36313033103943,,,,,,,,,
23,fixmatch,139.91633486747742,1742.90283203125,2162.0,1.46761,,,0.36390174500411376,0.0780050039265916,0.28589674140675925,0.6087472338695079,,,74.61,,,,,74.59322214126587,,,,,,,,,
24,fixmatch,141.0668020248413,1742.90283203125,2162.0,1.46761,,,0.35888718577916734,0.06476135286993667,0.2941258338687476,0.6278773976955563,,,75.11,,,,,75.12489557266235,,,,,,,,,
25,fixmatch,141.28001070022583,1742.90283203125,2162.0,1.46761,,,0.3496200571535155,0.05700569778014142,0.2926143589138519,0.6349574764026329,,,75.23,,,,,75.23497343063354,,,,,,,,,
26,fixmatch,142.85173535346985,1742.90283203125,2162.0,1.46761,,,0.3572244414535817,0.06421810583719889,0.2930063357343897,0.6361781809246168,,,75.61,,,,,75.63495635986328,,,,,,,,,
27,fixmatch,141.83849549293518,1742.90283203125,2162.0,1.46761,,,0.3415983885934111,0.051810673518730255,0.2897877148061525,0.6512887418502942,,,76.23,,,,,76.26435160636902,,,,,,,,,
28,fixmatch,139.3927206993103,1742.90283203125,2162.0,1.46761,,,0.34199812420411035,0.047093883802517666,0.2949042411928531,0.6585606458829716,,,76.7,,,,,76.78709030151367,,,,,,,,,
29,fixmatch,139.55941200256348,1742.90283203125,2162.0,1.46761,,,0.33064609943539836,0.0451251421438883,0.2855209562112577,0.6625628088368103,,,76.94,,,,,77.04076766967773,,,,,,,,,
30,fixmatch,142.74665713310242,1742.90283203125,2162.0,1.46761,,,0.3355481807666365,0.0479964195744742,0.28755176151753403,0.661926297005266,,,76.78,,,,,76.8642783164978,,,,,,,,,
31,fixmatch,141.67290425300598,1742.90283203125,2162.0,1.46761,,,0.3260109623952303,0.04348240854665164,0.28252855365280993,0.6626500003039837,,,77.1,,,,,77.19942331314087,,,,,,,,,
32,fixmatch,144.88445591926575,1742.90283203125,2162.0,1.46761,,,0.3179827240528539,0.04217936489874319,0.27580335934180766,0.67283415410202,,,77.54,,,,,77.6370644569397,,,,,,,,,
33,fixmatch,144.85131311416626,1742.90283203125,2162.0,1.46761,,,0.3041858200740535,0.026936168939073468,0.2772496512334328,0.6938389674760401,,,78.0,,,,,78.11354994773865,,,,,,,,,
34,fixmatch,143.1336829662323,1742.90283203125,2162.0,1.46761,,,0.30095620040083304,0.026718278731891587,0.2742379216651898,0.6981724658980966,,,78.25,,,,,78.33603620529175,,,,,,,,,
35,fixmatch,143.18327355384827,1742.90283203125,2162.0,1.46761,,,0.31324040386243723,0.033842133680309416,0.27939826995134354,0.6909092805581167,,,78.72,,,,,78.82475852966309,,,,,,,,,
36,fixmatch,141.9664225578308,1742.90283203125,2162.0,1.46761,,,0.2904903745802585,0.01892136809863132,0.27156900605768897,0.7085571612697095,,,78.75,,,,,78.85874509811401,,,,,,,,,
37,fixmatch,142.9569537639618,1742.90283203125,2162.0,1.46761,,,0.29088970203883946,0.02093260961441956,0.2699570922413841,0.7123936578864232,,,78.98,,,,,79.09398674964905,,,,,,,,,
38,fixmatch,141.03537440299988,1742.90283203125,2162.0,1.46761,,,0.28862348780967295,0.017280794573963476,0.2713426932168659,0.7184797354275361,,,79.48,,,,,79.59328889846802,,,,,,,,,
39,fixmatch,144.568124294281,1742.90283203125,2162.0,1.46761,,,0.28746892340132035,0.019155052466203415,0.26831387061974965,0.7244524626294151,,,79.77,,,,,79.90410923957825,,,,,,,,,
40,fixmatch,144.87283968925476,1742.90283203125,2162.0,1.46761,,,0.2826172264467459,0.017781348412654552,0.2648358778387774,0.7298845900222659,,,79.81,,,,,79.94332909584045,,,,,,,,,
41,fixmatch,144.29425621032715,1742.90283203125,2162.0,1.46761,,,0.2776435075502377,0.014994374259345022,0.2626491333649028,0.7349505088059232,,,79.88,,,,,80.00852465629578,,,,,,,,,
42,fixmatch,141.22853136062622,1742.90283203125,2162.0,1.46761,,,0.2658470020687673,0.011142961802477203,0.254704040591605,0.7424927087267861,,,80.25,,,,,80.3817093372345,,,,,,,,,
43,fixmatch,141.84063386917114,1742.90283203125,2162.0,1.46761,,,0.2626843958860263,0.010191053185565124,0.2524933430540841,0.7467128559947014,,,80.45,,,,,80.58341145515442,,,,,,,,,
44,fixmatch,140.85053253173828,1742.90283203125,2162.0,1.46761,,,0.2606175818509655,0.009672643318396013,0.2509449385397602,0.7529297204455361,,,80.6,,,,,80.7314395904541,,,,,,,,,
45,fixmatch,140.6712782382965,1742.90283203125,2162.0,1.46761,,,0.25145869913103525,0.007953870192608292,0.24350482896261383,0.7580305162118748,,,80.59,,,,,80.69484829902649,,,,,,,,,
46,fixmatch,141.37923312187195,1742.90283203125,2162.0,1.46761,,,0.2506983104685787,0.007204760795104903,0.2434935494675301,0.7637765411054716,,,80.66,,,,,80.7560920715332,,,,,,,,,
47,fixmatch,140.842298746109,1742.90283203125,2162.0,1.46761,,,0.2442810780921718,0.00769699539577573,0.2365840822312748,0.7683628973318264,,,81.04,,,,,81.13765716552734,,,,,,,,,
48,fixmatch,140.67737770080566,1742.90283203125,2162.0,1.46761,,,0.24262208299478516,0.006238576828650366,0.23638350640248973,0.7743617807282135,,,81.32,,,,,81.42808675765991,,,,,,,,,
49,fixmatch,140.67464971542358,1742.90283203125,2162.0,1.46761,,,0.23440030677011237,0.0037670668444462763,0.23063323990209028,0.780944858212024,,,81.55,,,,,81.68550729751587,,,,,,,,,
50,fixmatch,140.26648783683777,1742.90283203125,2162.0,1.46761,,,0.23226621017965954,0.003469356457912909,0.2287968538730638,0.7839181425515562,,,81.56,,,,,81.69721364974976,,,,,,,,,
