epoch,model,class,pseudo_hist,accepted_hist,true_count,pseudo_acc,accepted_true_count,accepted_pseudo_acc
13,minor,7,10699,10075,11377,0.7277841258679792,10535,0.7684859990507831
13,minor,8,12141,11464,11485,0.8318676534610361,10412,0.8991548213599693
13,minor,9,12153,11642,11451,0.8662125578552091,10473,0.9335433973073618
14,major,0,23092,4863,11454,0.9577440195564868,4896,0.9358660130718954
14,major,1,15442,8445,11478,0.965586339083464,8131,0.9863485426146845
14,major,2,15752,12837,11396,0.7965952965952966,9515,0.8913294797687862
14,major,3,16491,15049,11465,0.7393807239424335,9879,0.8272092317036137
14,major,4,11082,10289,11514,0.7205141566788258,9819,0.8144413891434973
14,major,5,7396,6863,11439,0.5136812658449165,10047,0.5601672140937594
14,major,6,7472,6985,11445,0.5873307121013543,9394,0.6813923781136896
14,major,7,7260,6869,11535,0.5822280017338535,9368,0.6892613151152861
14,major,8,4998,4800,11459,0.428309625621782,5330,0.8872420262664165
14,major,9,5703,5484,11503,0.48761192732330694,6105,0.885012285012285
14,minor,0,7569,3382,11454,0.5831150689715383,6861,0.4770441626585046
14,minor,1,10631,6020,11478,0.8519776964627984,7331,0.8090301459555314
14,minor,2,11523,8998,11396,0.6891014391014391,9540,0.7212788259958072
14,minor,3,14179,12675,11465,0.6750109027474923,10436,0.7070716749712533
14,minor,4,12834,11851,11514,0.7834809796769151,10666,0.8228014250890681
14,minor,5,10578,9828,11439,0.6325727773406766,10565,0.6650260293421675
14,minor,6,11733,11083,11445,0.7757099169943207,10550,0.8218009478672986
14,minor,7,10474,9914,11535,0.7226701343736455,10725,0.7636363636363637
14,minor,8,12731,12089,11459,0.8525176716991012,10528,0.9105243161094225
14,minor,9,12436,11960,11503,0.874641397896201,10598,0.9373466691828647
15,major,0,22558,4764,11534,0.9573435061557135,4817,0.9373053767905335
15,major,1,15755,8312,11459,0.9644820664979492,8032,0.9885458167330677
15,major,2,16059,12929,11531,0.8195299627092186,9698,0.9005980614559703
15,major,3,16430,15139,11539,0.7436519629083976,9932,0.8345751107531212
15,major,4,11116,10418,11406,0.7270734701034544,9788,0.8208009807928075
15,major,5,7203,6696,11539,0.5024698847387122,10215,0.5465491923641703
